subj,trial,block,cond,spkr,adapt,stim,resp,exper.half,vowel,step,exper,word,Ncond,Nvowel,Nstep,Nspkr,Nhalf,gender,age,ling,L1,L2
s18z,39,block1,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,40,block2,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,41,block2,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,42,block2,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,43,block2,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,44,block2,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,45,block2,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,46,block2,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,47,block2,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,48,block2,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,49,block2,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,50,block2,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,51,block2,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,1,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,52,block2,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,53,block2,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,54,block2,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,55,block2,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,56,block2,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,57,block2,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,58,block2,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,59,block2,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,60,block3,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,61,block3,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,62,block3,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,63,block3,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,64,block3,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,65,block3,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,66,block3,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,67,block3,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,68,block3,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,69,block3,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,70,block3,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,71,block3,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,2,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,72,block3,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,73,block3,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,74,block3,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,75,block3,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,76,block3,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,77,block3,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,78,block3,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,79,block3,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,80,block4,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,81,block4,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,2,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,82,block4,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,83,block4,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,84,block4,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,85,block4,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,86,block4,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,87,block4,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,88,block4,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,89,block4,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,90,block4,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,91,block4,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,92,block4,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,93,block4,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,94,block4,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,95,block4,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,96,block4,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,97,block4,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,98,block4,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,99,block4,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,100,block5,low,Meg,final_ZATE_low_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,-0.5,0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,101,block5,low,Meg,final_ZOAT_low_s23.wav,final_s23_uw_stim5.wav,2,first,uw,5,z,ZOAT,-0.5,0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,102,block5,low,Meg,final_ZOT_low_s23.wav,final_s23_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,103,block5,low,Meg,final_ZAT_low_s23.wav,final_s23_uw_stim11.wav,1,first,uw,11,z,ZAT,-0.5,0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,104,block5,low,Meg,final_ZEET_low_s23.wav,final_s23_iy_stim2.wav,2,first,iy,2,z,ZEET,-0.5,-0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,105,block5,low,Meg,final_ZEET_low_s23.wav,final_s23_uw_stim2.wav,2,first,uw,2,z,ZEET,-0.5,0.5,-1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,106,block5,low,Meg,final_ZIT_low_s23.wav,final_s23_iy_stim4.wav,2,first,iy,4,z,ZIT,-0.5,-0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,107,block5,low,Meg,final_ZOOT_low_s23.wav,final_s23_uw_stim6.wav,2,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,108,block5,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,-0.5,0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,109,block5,low,Meg,final_ZET_low_s23.wav,final_s23_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,110,block5,low,Meg,final_ZAT_low_s23.wav,final_s23_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,0.5,0.5,F,21,monolingual,English,
s18z,111,block5,low,Meg,final_ZUT_low_s23.wav,final_s23_iy_stim9.wav,1,first,iy,9,z,ZUT,-0.5,-0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,112,block5,low,Meg,final_ZET_low_s23.wav,final_s23_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,113,block5,low,Meg,final_ZATE_low_s23.wav,final_s23_iy_stim10.wav,1,first,iy,10,z,ZATE,-0.5,-0.5,1.21845292287085,0.5,0.5,F,21,monolingual,English,
s18z,114,block5,low,Meg,final_ZOOT_low_s23.wav,final_s23_iy_stim6.wav,2,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,115,block5,low,Meg,final_ZIT_low_s23.wav,final_s23_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,116,block5,low,Meg,final_ZOAT_low_s23.wav,final_s23_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,117,block5,low,Meg,final_ZOT_low_s23.wav,final_s23_iy_stim7.wav,2,first,iy,7,z,ZOT,-0.5,-0.5,0.174064703267265,0.5,0.5,F,21,monolingual,English,
s18z,118,block5,low,Meg,final_ZUT_low_s23.wav,final_s23_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,0.5,0.5,F,21,monolingual,English,
s18z,119,block5,low,Meg,final_ZOUGHT_low_s23.wav,final_s23_iy_stim8.wav,2,first,iy,8,z,ZOUGHT,-0.5,-0.5,0.522194109801794,0.5,0.5,F,21,monolingual,English,
s18z,0,block0,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s18z,1,block0,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,2,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,2,block0,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s18z,3,block0,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s18z,4,block0,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s18z,5,block0,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s18z,6,block0,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s18z,7,block0,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s18z,8,block0,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s18z,9,block0,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s18z,10,block0,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,2,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,11,block0,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s18z,12,block0,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s18z,13,block0,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s18z,14,block0,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s18z,15,block0,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s18z,16,block0,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s18z,17,block0,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s18z,18,block0,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,2,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,19,block0,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,20,block1,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s18z,21,block1,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s18z,22,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,23,block1,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,2,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s18z,24,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s18z,25,block1,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
